학습용텍스트,위험도_정답
냉동실에 과일을 보관해 두었어요,0.1
아침에 라디오를 들으며 준비했어요,0.1
친구에게 안부 메시지를 보내야겠어요,0.1
여행 사진을 인화해 볼까요?,0.1
책상 옆에 작은 독서등을 놓았어요,0.1
집에서 와이파이를 편리하게 사용하는 방법을 알려 주세요,0.1
배송 예정일을 확인해 주세요,0.1
오늘은 하늘이 맑아서 기분이 좋아요,0.1
잠자기 전에 책을 읽으면 편안해요,0.1
선물용 포장이 가능한가요?,0.1
디저트가 다양한 카페를 알려 주세요,0.1
온라인에서 운동화를 찾아보고 있어요,0.1
아름다운 사진을 보며 여행 계획을 세워요,0.1
집 근처에 수영장이 있는지 궁금해요,0.1
온라인 장바구니에 상품을 담아 두었어요,0.1
여행 가방은 어떤 크기가 편리한가요?,0.1
산책하기 좋은 호숫가가 있나요?,0.1
기념품으로 예쁜 엽서를 사고 싶어요,0.1
아침마다 간단한 스트레칭을 하고 있어요,0.1
파일을 이메일로 보내도 될까요?,0.1
온라인 회원 가입 절차가 궁금해요,0.1
도예 수업을 한 번 체험해 보고 싶어요,0.1
주방 청소는 어떤 순서로 하면 좋을까요?,0.1
환불 처리 기간이 얼마나 걸리는지 궁금해요,0.1
냉장고에 과일이 많이 남아 있네요,0.1
아침에 듣기 좋은 팟캐스트가 있나요?,0.1
창가 자리가 있는지 궁금해요,0.1
창밖의 풍경이 아름답네요,0.1
책을 고를 때 참고할 만한 기준이 있나요?,0.1
좋은 아침이에요,0.1
저녁 식사로 어떤 메뉴가 좋을까요?,0.1
점심에는 따뜻한 국수를 먹고 싶어요,0.1
공원 입구가 어디인지 알려 주세요,0.1
주말에 사진을 정리하려고 해요,0.1
지하철 환승 방법을 알려 주세요,0.1
오븐 없이 만들 수 있는 간식이 있나요?,0.1
새들이 지저귀는 소리가 들려요,0.1
봄꽃이 예쁘게 피었네요,0.1
공원 근처에 식당이 있나요?,0.1
이번 주에 읽을 책을 골라 주세요,0.1
파스타와 잘 어울리는 샐러드는 무엇인가요?,0.1
침실을 더 아늑하게 꾸미고 싶어요,0.1
온라인으로 주문한 상품은 언제 도착하나요?,0.1
해외여행에 필요한 준비물을 알려 주세요,0.1
실내에서 키우기 좋은 식물을 추천해 주세요,0.1
상품 설명을 자세히 보고 있어요,0.1
카페의 영업 시간을 알려 주세요,0.1
와이파이 비밀번호를 확인해 주세요,0.1
세탁물은 언제 찾을 수 있나요?,0.1
주방 수납공간을 정리하고 있어요,0.1
책상 위에 놓을 작은 달력을 사고 싶어요,0.1
온라인으로 운동화를 구경하고 있어요,0.1
온라인 후기들이 도움이 되네요,0.1
따뜻한 수프가 먹고 싶어요,0.1
책상을 넓게 사용하는 정리법을 알려 주세요,0.1
주말 계획을 세우며 즐거운 시간을 보내고 있어요,0.1
자전거를 빌릴 수 있는 곳이 있나요?,0.1
어린이가 읽기 좋은 동화책을 추천해 주세요,0.1
집에서 할 수 있는 스트레칭을 추천해 주세요,0.1
우산을 챙겨 가는 게 좋을까요?,0.1
냄비에 따뜻한 물을 받아 두었어요,0.1
친구에게 보낼 생일 카드 문구를 추천해 주세요,0.1
작은 화분을 어디에서 살 수 있나요?,0.1
역 근처에 편의점이 있나요,0.1
집에서 퍼즐을 맞추는 시간이 즐거워요,0.1
한국어 공부에 도움이 되는 책을 추천해 주세요,0.1
저녁에는 김치볶음을 만들어 볼까 해요,0.1
좋은 아침 인사말을 알려 주세요,0.1
창밖으로 보이는 풍경이 아름답네요,0.1
프린터와 컴퓨터를 연결하는 방법이 궁금해요,0.1
따뜻한 이불 속이 정말 포근해요,0.1
냉장고 정리 아이디어를 알려 주세요,0.1
내일 아침에는 기온이 얼마나 내려갈까요?,0.1
오늘은 잡지를 읽으며 쉬려고 해요,0.1
장바구니에 담은 상품을 나중에 확인할 수 있나요?,0.1
아침에 듣기 좋은 노래를 추천해 주세요,0.1
주차 공간이 있는 식당인지 궁금해요,0.1
우산을 챙겨야 할지 고민이에요,0.1
운동 전에 먹기 좋은 음식이 있나요?,0.1
이번 주말에 가까운 공원으로 나들이를 가고 싶어요,0.1
메모를 잘 정리하는 방법이 있을까요?,0.1
우편물을 받을 수 있는 시간을 알고 싶어요,0.1
업무 중간에 쉬는 시간은 얼마나 가지면 좋을까요?,0.1
주말에 수채화를 연습해 볼까요?,0.1
최근에 개봉한 애니메이션이 궁금해요,0.1
화상 회의 프로그램 사용법을 알려 주세요,0.1
간단한 도시락을 준비했어요,0.1
비 오는 날 필요한 물건을 알려 주세요,0.1
가족과 함께 볼 만한 영화를 추천해 주세요,0.1
방에 어울리는 커튼 색상을 추천해 주세요,0.1
미술관 입장료를 확인하고 싶어요,0.1
집에서 할 수 있는 가벼운 운동을 추천해 주세요,0.1
새로운 배경 화면을 찾아보고 있어요,0.1
작은 행복을 찾는 방법이 있을까요?,0.1
새 휴대전화 케이스를 사고 싶어요,0.1
반려동물과 함께 방문할 수 있는 카페가 있나요?,0.1
여행지에서 사용할 유용한 표현을 알려 주세요,0.1
공부할 때 집중하는 방법이 궁금해요,0.1
주말에 도예 수업을 들어 보고 싶어요,0.1
요가 매트를 고르는 기준이 궁금해요,0.1
방을 정리하니 기분이 좋아졌어요,0.1
이번 달 약속을 한눈에 보고 싶어요,0.1
편안한 쿠션을 하나 사고 싶어요,0.1
물건을 찾았을 때 연락받을 방법을 알려 주세요,0.1
요즘 맛있는 과일이 어떤 것인지 알려 주세요,0.1
악기를 처음 배울 때 무엇이 좋을까요?,0.1
엽서를 예쁘게 꾸미고 싶어요,0.1
집에서 만들기 쉬운 파스타가 있나요?,0.1
수납공간을 늘리는 방법이 있을까요?,0.1
내일 할 일을 미리 적어 두면 편리해요,0.1
초보자용 그림 도구를 추천해 주세요,0.1
창문을 열어 두니 집 안이 산뜻해졌어요,0.1
간식으로 먹기 좋은 견과류를 추천해 주세요,0.1
아침으로 따뜻한 토스트를 먹었어요,0.1
따뜻한 햇살을 즐기고 싶어요,0.1
습득한 물건을 어디에 맡기면 되나요?,0.1
알림 설정은 어디에서 바꿀 수 있나요?,0.1
여행 가방에 무엇을 챙기면 좋을까요?,0.1
여행지의 날씨를 미리 알고 싶어요,0.1
따뜻한 차와 책이 잘 어울리네요,0.1
선물용 머그컵을 고르고 있어요,0.1
창밖 풍경을 바라보며 생각을 정리하고 있어요,0.1
편안한 면 소재 티셔츠를 추천해 주세요,0.1
이번 달 계획을 세우고 있어요,0.1
따뜻한 응원 문구를 써 보고 싶어요,0.1
오늘은 김밥을 먹어도 좋겠어요,0.1
버스 첫차 시간을 확인하고 싶어요,0.1
오늘 저녁에는 김치찌개를 만들어 볼까 해요,0.1
영화관 좌석을 미리 확인하고 싶어요,0.1
집에서 만들 수 있는 빵 레시피가 궁금해요,0.1
온라인 강의 신청 방법이 궁금해요,0.1
카메라 배터리를 충전해 두었어요,0.1
방 안의 공기를 자주 바꾸려고 해요,0.1
예약 없이 방문하기 좋은 식당이 있을까요?,0.1
이 제품은 세탁기로 세탁해도 되나요?,0.1
집에서 볼 만한 다큐멘터리를 추천해 주세요,0.1
이번 달 추천 도서를 알려 주세요,0.1
침실에 어울리는 색상을 알려 주세요,0.1
새로운 수납함을 찾아보고 있어요,0.1
집 근처의 세탁소 위치를 알려 주세요,0.1
주말에 자전거를 타고 싶어요,0.1
키우기 쉬운 식물을 추천해 주세요,0.1
여행용 세면도구를 준비하고 있어요,0.1
주차장을 이용할 수 있는지 궁금해요,0.1
냄비의 크기를 비교하고 싶어요,0.1
여행 일정에 카페를 넣고 싶어요,0.1
숙소의 체크인 시간을 알려 주세요,0.1
읽고 싶은 책 목록을 만들어 두었어요,0.1
집에서 볼 만한 드라마가 있나요,0.1
작은 방을 넓어 보이게 꾸미는 방법이 궁금해요,0.1
계절이 바뀔 때 챙기면 좋은 생활용품은 무엇인가요?,0.1
오늘도 고마운 마음을 잊지 않으려고 해요,0.1
감사 인사를 전할 카드 문구를 추천해 주세요,0.1
요즘 맛있는 빵집을 찾고 있어요,0.1
먼지를 닦고 창문도 깨끗하게 닦았어요,0.1
오늘은 청소하기 좋은 날이에요,0.1
여행지에서 사용할 지도를 내려받고 싶어요,0.1
밀가루 대신 사용할 수 있는 재료가 있나요?,0.1
짧게 보기 좋은 예능 프로그램을 알려 주세요,0.1
옷장 안을 효율적으로 정리하고 싶어요,0.1
편안한 잠을 위해 방을 어둡게 해 두었어요,0.1
포장이 깔끔해서 선물하기 좋겠어요,0.1
세탁기 사용 방법을 다시 확인했어요,0.1
기차표를 미리 예약하고 싶어요,0.1
회원증을 새로 만들고 싶어요,0.1
인터넷 속도를 확인하는 방법이 궁금해요,0.1
반납일을 며칠 연장할 수 있을까요?,0.1
손님에게 내기 좋은 간단한 음료를 추천해 주세요,0.1
여행 가방을 새로 준비하고 있어요,0.1
요즘 인기 있는 팟캐스트를 알려 주세요,0.1
감사한 마음을 전할 작은 선물을 추천해 주세요,0.1
아침 식사를 규칙적으로 하는 좋은 방법이 있을까요?,0.1
저녁 시간 영화표를 예매하고 싶어요,0.1
전자책을 구매하려고 합니다,0.1
건강한 간식을 준비해 두려고 해요,0.1
오늘 저녁에는 무엇을 먹을까요?,0.1
오늘 아침에는 토스트를 구워 먹었어요,0.1
맛있는 국수집을 추천해 주세요,0.1
집 안을 깔끔하게 정리하고 싶습니다,0.1
집 안을 조금 정리하려고 해요,0.1
냉장고에 있는 달걀로 무엇을 만들 수 있나요?,0.1
어항을 깨끗하게 관리하는 방법을 알려 주세요,0.1
가족과 함께 맛있는 식사를 하고 싶어요,0.1
편안한 운동복을 추천해 주세요,0.1
가족에게 보낼 따뜻한 인사말이 궁금해요,0.1
재활용품을 종류별로 정리하고 있어요,0.1
여름에 입기 좋은 옷을 추천해 주세요,0.1
선물용 머그컵을 고를 때 무엇을 보면 좋을까요?,0.1
교통카드는 편의점에서 살 수 있나요?,0.1
현지 음식을 맛보고 싶어요,0.1
구름 모양이 재미있게 보이네요,0.1
비밀번호를 안전하게 관리하는 방법을 알려 주세요,0.1
회의 자료를 미리 읽어 보려고 해요,0.1
가까운 우체국 위치를 알려 주세요,0.1
책상 주변을 효율적으로 정돈하고 싶어요,0.1
이 제품은 선물용으로 괜찮을까요?,0.1
잠시 쉬면서 차를 한 잔 마셔요,0.1
온라인으로 영화표를 구매하고 싶어요,0.1
바다를 보며 쉬기 좋은 장소가 있나요?,0.1
갓 구운 빵 냄새가 정말 좋네요,0.1
재미있는 예능 프로그램을 추천해 주세요,0.1
편안한 의자를 찾아보고 있습니다,0.1
근처 체육관 이용료를 알려 주세요,0.1
친구에게 안부 메시지를 보냈어요,0.1
관심 있는 강좌가 새로 열렸네요,0.1
무료로 이용할 수 있는 온라인 강의가 있나요?,0.1
주말 계획을 천천히 세워 보고 있어요,0.1
아침에 듣기 좋은 노래가 궁금해요,0.1
내일 비가 올까요?,0.1
새 양말을 여러 켤레 준비했어요,0.1
주말 오후에 볼 만한 영화를 추천해 주세요,0.1
책상을 깔끔하게 정돈하니 기분이 좋아요,0.1
상품의 크기를 비교해 보고 있어요,0.1
간식으로 먹기 좋은 과자를 추천해 주세요,0.1
집에서 만든 주스가 상쾌하네요,0.1
사진을 예쁘게 편집할 수 있는 앱을 추천해 주세요,0.1
영화관에서 저녁 영화를 예매했어요,0.1
주말에 입기 좋은 옷을 추천해 주세요,0.1
새 침구를 고르고 있어요,0.1
주말마다 좋아하는 음악을 감상해요,0.1
공항까지 가는 가장 편한 방법은 무엇인가요?,0.1
오늘 할 일을 정리하는 방법을 알려 주세요,0.1
온라인으로 운동화를 찾아보고 있어요,0.1
시계 배터리를 교체하고 싶어요,0.1
오늘은 과일을 많이 먹으려고 해요,0.1
가족과 함께 부를 노래를 추천해 주세요,0.1
사진전 입장료를 확인하고 싶어요,0.1
반려동물 사진을 예쁘게 찍는 방법이 궁금해요,0.1
주말에 이불을 세탁할 예정이에요,0.1
이 셔츠의 다른 색상도 있나요?,0.1
새로 나온 음료를 마셔 보고 싶어요,0.1
배송 주소를 변경할 수 있을까요?,0.1
오늘은 일찍 잠들고 싶어요,0.1
비밀번호를 안전하게 관리하고 있어요,0.1
집 안에 향기를 더하고 싶어요,0.1
작은 카드에 따뜻한 문구를 적었어요,0.1
따뜻한 국물이 먹고 싶어요,0.1
우산을 가방에 넣어 두었어요,0.1
방을 깔끔하게 정리하고 싶어요,0.1
생일 선물로 무엇을 준비하면 좋을까요?,0.1
새 이메일 주소를 만들고 싶어요,0.1
건강한 간식으로 무엇이 좋을까요?,0.1
요즘 아침저녁으로 선선하네요,0.1
이 운동화는 발이 편한가요,0.1
채소를 깨끗하게 씻는 방법을 알려 주세요,0.1
영화를 예매하려고 하는데 어떤 작품이 인기인가요?,0.1
식물을 키워 보고 싶은데 어떤 종류가 좋을까요?,0.1
오늘 하루도 즐겁게 보내세요,0.1
공항까지 가는 대중교통을 알아보고 있어요,0.1
기타를 다시 연습해 볼까 해요,0.1
주방용 수건을 여러 장 주문하려고 해요,0.1
내일은 더 즐거운 일이 많으면 좋겠어요,0.1
전자책으로도 읽을 수 있나요,0.1
영화가 끝난 뒤 산책하면 좋겠어요,0.1
집중할 때 듣기 좋은 음악을 추천해 주세요,0.1
새로운 샐러드 레시피를 찾아보고 있어요,0.1
온라인으로 영화표를 예매하고 싶어요,0.1
새로운 언어를 재미있게 배우고 싶어요,0.1
분갈이는 언제 하는 것이 좋을까요?,0.1
숙면에 도움이 되는 습관을 알려 주세요,0.1
서랍 안에 필요한 물건을 모아 두었어요,0.1
아침 스트레칭으로 몸을 가볍게 풀었어요,0.1
문서를 보기 좋게 정리하고 있어요,0.1
꽃다발을 예약할 수 있나요?,0.1
새로 나온 차 음료를 마셔 보고 싶어요,0.1
오늘 시장에 어떤 채소가 나왔나요?,0.1
여행 사진을 정리하고 싶어요,0.1
요가 수업 시간이 궁금해요,0.1
약속 시간을 다시 확인하고 싶어요,0.1
예약 없이 방문할 수 있는 식당인지 궁금해요,0.1
메모를 잘 정리하는 앱이 있나요?,0.1
요가 매트를 고르는 방법이 궁금해요,0.1
편한 운동복을 고르고 있어요,0.1
아침에 먹기 좋은 과일을 추천해 주세요,0.1
간단한 사진 편집을 연습하고 있어요,0.1
눈이 내리면 거리가 무척 조용해져요,0.1
사진 강좌를 추천해 주세요,0.1
재활용품을 종류별로 정리했어요,0.1
곧 따뜻한 봄이 올 것 같아요,0.1
매일 영어 단어를 외우고 있어요,0.1
집에서 편하게 신을 슬리퍼를 찾고 있어요,0.1
기분 전환에 도움이 되는 작은 활동은 무엇인가요?,0.1
차를 맛볼 수 있는 장소가 궁금해요,0.1
아침 식사로 과일과 요거트를 먹었어요,0.1
예약 없이 방문해도 괜찮은가요?,0.1
오늘 하루도 기분 좋게 보내고 싶어요,0.1
내일 아침에는 산책을 하려고 해요,0.1
오늘 배운 내용을 정리해 보려고 해요,0.1
간식으로 먹기 좋은 견과류를 알려 주세요,0.1
오늘 저녁에 산책을 해도 좋겠어요,0.1
오늘은 날씨가 정말 맑네요,0.1
동네에 새로 생긴 식당이 궁금해요,0.1
팝콘은 어떤 맛을 좋아하세요?,0.1
냉장고에 있는 재료로 만들 만한 요리가 있을까요?,0.1
집에서 조용히 공부할 공간을 만들고 싶어요,0.1
주말 아침에는 늦잠을 자도 좋아요,0.1
겨울용 담요는 어떤 소재가 따뜻한가요?,0.1
창가 자리가 있는지 확인해 주세요,0.1
간단한 스트레칭 동작을 알려 주세요,0.1
새로운 음악을 추천받고 싶어요,0.1
식사 후에 마실 차를 추천해 주세요,0.1
노트는 줄 있는 제품이 편리한 것 같아요,0.1
함께 보드게임을 해 보면 재미있겠어요,0.1
기초 영어 회화를 연습하고 있어요,0.1
아침으로 무엇을 먹으면 좋을까요?,0.1
미술관 입장료는 얼마인가요?,0.1
거실을 깔끔하게 정리하는 요령을 알려 주세요,0.1
주간 계획표를 만들어 보고 싶어요,0.1
차와 잘 어울리는 과자를 추천해 주세요,0.1
온라인 주문 상품의 배송 일정을 확인하고 싶어요,0.1
주말 아침에 브런치를 먹고 싶어요,0.1
신선한 채소를 고르는 방법이 궁금해요,0.1
따뜻한 우유를 주문할 수 있나요?,0.1
집에서 할 수 있는 취미가 있을까요?,0.1
여권 유효 기간을 확인했어요,0.1
창가 자리가 있으면 좋겠어요,0.1
겨울에는 따뜻한 차가 잘 어울려요,0.1
외국어 공부를 시작하려고 해요,0.1
주방에서 자주 쓰는 도구를 추천해 주세요,0.1
가까운 호수로 나들이를 가면 좋겠어요,0.1
아침 공기가 상쾌해서 기분이 좋아요,0.1
물을 충분히 마시는 좋은 방법이 있나요?,0.1
정리한 방을 보니 마음이 한결 가벼워졌어요,0.1
기차표를 온라인으로 예매할 수 있나요?,0.1
좌석을 미리 선택할 수 있나요?,0.1
영화관에서 볼 만한 작품을 추천해 주세요,0.1
청소기를 돌리고 바닥을 닦았어요,0.1
요가 매트는 어떤 제품이 편한가요?,0.1
공원에 꽃이 많이 피었을까요?,0.1
친구에게 보낼 선물을 고르고 있어요,0.1
오늘 해야 할 일을 차근차근 해 보려고 해요,0.1
공원에 화장실이 마련되어 있나요?,0.1
영화관에 음료를 가져갈 수 있나요?,0.1
차 종류가 다양해서 무엇을 고를지 고민이에요,0.1
운동 후에는 가볍게 식사하려고 해요,0.1
은행의 오늘 운영 시간을 확인하고 싶어요,0.1
책 반납일이 언제인지 확인하고 싶어요,0.1
욕실을 산뜻하게 관리하는 방법이 궁금해요,0.1
건강한 생활 습관을 만들고 싶어요,0.1
신선한 과일을 사려면 어디로 가야 하나요?,0.1
여행 에세이를 읽으면 마음이 편안해져요,0.1
고양이와 즐겁게 놀아 주는 방법이 있나요?,0.1
볼펜 잉크가 오래가는 제품을 찾고 있어요,0.1
저녁에 간단한 파스타를 만들 거예요,0.1
아침에 들을 만한 음악을 추천해 주세요,0.1
케이크는 어떤 맛이 가장 인기 있나요?,0.1
초보자에게 좋은 요가 동작이 있나요?,0.1
새로 개봉한 애니메이션이 궁금해요,0.1
도서관 운영 시간이 어떻게 되나요?,0.1
도서관에서 책을 빌리고 싶어요,0.1
스페인어 인사말을 알려 주세요,0.1
여행 사진을 예쁘게 찍는 방법이 궁금해요,0.1
휴대전화 배터리를 오래 사용하는 방법을 알려 주세요,0.1
아침 식사로 좋은 메뉴를 알려 주세요,0.1
전시회 일정이 어떻게 되나요?,0.1
오늘은 집에서 여유롭게 시간을 보낼 거예요,0.1
집에서 키우기 쉬운 식물을 알려 주세요,0.1
작은 화분을 선물해도 괜찮을까요?,0.1
휴대전화 배터리가 빨리 줄어드는 이유가 궁금해요,0.1
새로운 요리를 배우는 일이 즐거워요,0.1
마트에서 장을 볼 목록을 정리하고 있어요,0.1
오븐으로 감자를 구워 보려고 해요,0.1
초보자를 위한 뜨개질 도구를 알려 주세요,0.1
편안한 하루를 보내는 방법이 궁금해요,0.1
차 종류가 다양한 카페를 알려 주세요,0.1
저녁 시간대 좌석이 남아 있나요?,0.1
주말에 좋아하는 책을 읽을 예정이에요,0.1
이번 주말에는 가까운 공원에 가고 싶어요,0.1
창문을 열어도 괜찮을 만큼 따뜻하네요,0.1
햇살이 따뜻해서 창가에 앉아 있어요,0.1
가벼운 운동화를 추천해 주세요,0.1
달력에 다음 약속을 표시했어요,0.1
커피와 잘 어울리는 간식은 무엇인가요?,0.1
기념일에 어울리는 꽃을 추천해 주세요,0.1
자기 전에 읽을 만한 에세이를 찾고 있어요,0.1
아이와 함께 체험할 수 있는 공간이 있나요?,0.1
새로운 가수를 알아보고 싶어요,0.1
새로운 휴대전화 케이스를 찾고 있어요,0.1
지역 축제 일정은 어디에서 확인하나요?,0.1
택시를 부르기 전에 주소를 확인했어요,0.1
숙소의 체크인 시간을 확인해 주세요,0.1
가족과 함께 할 수 있는 실내 활동이 궁금해요,0.1
이번 주에 개봉하는 영화가 무엇인가요?,0.1
전시장 안내 책자를 받을 수 있나요?,0.1
사진 전시회 일정이 궁금해요,0.1
오늘 해야 할 일을 정리해 주세요,0.1
새로 산 컵을 식탁에 놓았어요,0.1
창가에 앉아 책을 읽으니 편안하네요,0.1
이번 주에는 책을 한 권 읽어 보려고 해요,0.1
디저트로 먹을 만한 케이크가 궁금해요,0.1
내일 아침에 알람을 설정해 주세요,0.1
근처에 걷기 좋은 공원이 있나요?,0.1
숙소의 조식 시간이 궁금해요,0.1
겨울용 이불을 고를 때 무엇을 확인해야 하나요?,0.1
건강한 간식으로 무엇을 준비하면 좋을까요?,0.1
포장 옵션을 선택할 수 있나요?,0.1
근처에 자전거를 빌릴 수 있는 곳이 있나요?,0.1
집에서 볼 수 있는 다큐멘터리가 있나요?,0.1
집중해서 읽기 좋은 책이 있을까요?,0.1
여행 사진을 앨범으로 만들어야겠어요,0.1
김치볶음밥을 맛있게 만드는 방법이 궁금해요,0.1
이 빵은 냉동 보관이 가능한가요?,0.1
대중교통으로 갈 수 있는 식물원이 있나요?,0.1
무선 이어폰의 사용 시간을 알고 싶어요,0.1
주말에 가까운 곳으로 여행을 가고 싶어요,0.1
욕실을 깨끗하게 관리하는 요령이 궁금해요,0.1
상품 후기를 작성하면 혜택이 있나요?,0.1
택배를 보내는 방법이 궁금해요,0.1
영화관 좌석은 어떻게 선택하나요?,0.1
흰옷을 깨끗하게 관리하는 방법을 알려 주세요,0.1
무료 배송 조건을 알려 주세요,0.1
출근길에 듣기 좋은 노래가 있을까요?,0.1
헬스장 이용권 가격이 궁금해요,0.1
미술관 휴관일을 알려 주세요,0.1
비 오는 날 즐길 수 있는 취미가 있나요?,0.1
영화관에서 팝콘을 주문하고 싶어요,0.1
공항에서 편리하게 이동하는 방법이 궁금해요,0.1
도심 근처의 작은 호수를 추천해 주세요,0.1
이번 주말에는 어디로 나들이를 갈까요?,0.1
공항까지 가는 방법을 찾아보고 있어요,0.1
수면 시간을 규칙적으로 맞추고 싶어요,0.1
채식 메뉴가 있는 식당을 알려 주세요,0.1
창문을 열어 보니 시원한 바람이 들어오네요,0.1
뜨개질 초보자에게 필요한 준비물을 알려 주세요,0.1
일정을 정리할 수 있는 앱이 있나요?,0.1
새로 나온 가방을 구경하고 있어요,0.1
즐거운 주말 계획을 세우고 있어요,0.1
이번 주말에 책을 한 권 읽으려고 해요,0.1
요리할 때 앞치마를 착용해요,0.1
새 침구를 고를 때 무엇을 확인해야 하나요?,0.1
퍼즐을 맞추며 쉬는 시간을 보내고 있어요,0.1
근처에 조용한 카페가 있나요?,0.1
필요한 파일을 클라우드에 저장했어요,0.1
버스 정류장이 어디에 있는지 궁금해요,0.1
세탁하기 편한 소재인가요?,0.1
수건을 접어 서랍에 넣었어요,0.1
이번 휴가에는 바닷가에 가고 싶어요,0.1
집에서 편안하게 들을 음악을 찾아요,0.1
사진을 앨범으로 만들어 볼까 해요,0.1
퍼즐을 맞추며 여유로운 시간을 보내고 싶어요,0.1
최근에 재미있게 본 드라마가 있나요?,0.1
집에서 키우기 쉬운 식물이 무엇인가요?,0.1
캘린더에 일정을 추가해 주세요,0.1
예약 가능한 식당을 찾고 있어요,0.1
자전거 대여 장소를 알려 주세요,0.1
배송 기간이 얼마나 걸리는지 알려 주세요,0.1
토스트에 딸기잼을 바르면 맛있어요,0.1
좋아하는 향의 비누를 주문했어요,0.1
이번 주말 날씨를 알려 주세요,0.1
앱 업데이트 알림이 떴네요,0.1
화분을 어디에 두면 좋을까요?,0.1
공유기 설정 방법을 안내해 주세요,0.1
오늘은 평소보다 일찍 일어났어요,0.1
수업 자료를 어디에서 받을 수 있나요?,0.1
저녁 식사 후에 차를 마시고 싶어요,0.1
부드러운 색상의 커튼을 사고 싶어요,0.1
하루를 즐겁게 마무리하는 방법이 궁금해요,0.1
달력에 약속을 기록했어요,0.1
집에서 할 수 있는 취미를 찾고 있어요,0.1
냉장고에 남은 재료로 무엇을 만들까요?,0.1
새 달력을 보며 일정을 정리했어요,0.1
가을 단풍을 보러 가고 싶어요,0.1
선물용 포장이 가능한지 궁금해요,0.1
편한 여름옷을 추천해 주세요,0.1
겨울 이불을 세탁하는 방법을 알려 주세요,0.1
새로 산 머그컵이 마음에 들어요,0.1
화분을 잘 키우는 요령이 궁금해요,0.1
창문을 깨끗하게 닦고 싶어요,0.1
밤하늘에 별이 많이 보이네요,0.1
인터넷 연결 상태가 어떤가요?,0.1
택배 상자를 구할 수 있는 곳이 있나요?,0.1
"커피는 따뜻하게 드릴까요, 차갑게 드릴까요?",0.1
집에서 사용하기 좋은 가습기를 추천해 주세요,0.1
저녁 식사 후에 차를 한 잔 마시고 싶어요,0.1
내일 비가 올 가능성이 있나요?,0.1
아침에 가볍게 산책하는 습관을 들이고 있어요,0.1
공항까지 가는 방법을 알려 주세요,0.1
휴대용 충전기를 챙겨야겠어요,0.1
좌석 간격이 넓은 상영관을 알려 주세요,0.1
방 안에 작은 러그를 깔아 볼까요,0.1
하루에 얼마나 공부하면 좋을까요?,0.1
식당의 영업시간을 알고 싶어요,0.1
집 안에 은은한 향을 더하는 방법이 있나요?,0.1
오늘의 추천 메뉴가 무엇인가요?,0.1
오늘 할 일을 목록으로 정리했어요,0.1
오늘은 어떤 음악을 들으면 좋을까요?,0.1
집중할 때 듣는 음악 목록을 만들고 있어요,0.1
온라인으로 영화표를 예매하는 방법이 궁금해요,0.1
근처에 맛있는 식당이 있나요?,0.1
적립금은 어떻게 사용할 수 있나요?,0.1
잠들기 전에 하면 좋은 습관을 알려 주세요,0.1
수건을 부드럽게 관리하는 방법을 알려 주세요,0.1
간단하게 먹을 수 있는 아침 메뉴를 추천해 주세요,0.1
공과금 납부 방법이 궁금해요,0.1
커피를 마시니 기분이 좋아지네요,0.1
여행 가방을 고를 때 어떤 크기가 적당할까요?,0.1
간단한 아침 식사 아이디어가 필요해요,0.1
이메일 서명을 설정하고 싶어요,0.1
예약 없이 방문해도 괜찮을까요?,0.1
내일은 비가 올까요?,0.1
매일 일기를 쓰면 어떤 점이 좋은가요?,0.1
간단한 사진 편집 방법을 배우고 싶어요,0.1
주문한 음료가 언제 나오는지 궁금해요,0.1
주말 날씨를 알려 주세요,0.1
상품 색상을 다른 색으로 바꾸고 싶어요,0.1
커피와 차 중에서 무엇을 마실까요?,0.1
조용히 책을 읽을 수 있는 자리가 있나요?,0.1
편안한 베개를 찾고 있어요,0.1
다음에 함께 전시회를 보러 가요,0.1
동전 교환이 가능한 곳이 있나요?,0.1
여행 일정표를 보기 좋게 정리했어요,0.1
주방 수납공간을 늘리고 싶어요,0.1
지하철 운행 시간을 검색해 봤어요,0.1
저녁에는 달을 보며 천천히 걸으려고 해요,0.1
집에서 할 수 있는 취미를 추천해 주세요,0.1
오후 세 시쯤 만나는 건 어떠세요,0.1
교통카드를 충전할 수 있는 장소가 궁금해요,0.1
가까운 빵집에서 식빵을 사고 싶어요,0.1
여행 중 먹기 좋은 간식이 궁금해요,0.1
계절이 지난 옷은 어떻게 보관하면 좋을까요?,0.1
가족에게 안부 메시지를 보내야겠어요,0.1
저녁에는 바람이 조금 시원했으면 좋겠어요,0.1
주말에 가족과 보드게임을 하고 싶어요,0.1
가족 모임에 어울리는 식당을 찾고 있어요,0.1
주말 공연 일정을 알려 주세요,0.1
휴대전화 배터리를 오래 사용하는 방법이 궁금해요,0.1
재미있는 소설을 추천해 주세요,0.1
우유의 유통기한을 확인하고 싶어요,0.1
영화관에서 예매 가능한 좌석을 보고 싶어요,0.1
운동 기록을 남길 수 있는 앱을 알려 주세요,0.1
건강한 아침 식사 메뉴를 알려 주세요,0.1
카드에 짧은 문구를 적고 싶어요,0.1
비밀번호를 변경하고 싶어요,0.1
좋은 음악이 나오는 카페를 추천해 주세요,0.1
오늘은 자전거를 타고 공원에 가고 싶어요,0.1
전자책을 읽을 수 있는 기기를 알아보고 있어요,0.1
주말에 베이킹을 해 보고 싶어요,0.1
