학습용텍스트,위험도_정답
헤어진 여자친구가 계속 저를 미행하는 것 같습니다. 스트레스가 심합니다.,0.6
스토킹 가해자가 골목길에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
전여친이 골목길에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
스토킹 가해자가 집 주변에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
헤어진 연인이 퇴근길에 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
헤어진 연인이 제 SNS를 몰래 염탐하고 있습니다. 신경이 쓰입니다.,0.6
낯선 남자가 제 동선을 계속 파악하려고 합니다. 불안합니다.,0.6
전남친이 회사 앞에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
낯선 남자가 회사 앞에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
스토킹 가해자가 제 SNS를 몰래 염탐하고 있습니다. 찝찝합니다.,0.6
스토킹 가해자가 원치 않는 연락을 지속적으로 하고 있습니다. 스트레스가 심합니다.,0.6
전여친이 집 앞에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
헤어진 여자친구가 동네에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
헤어진 여자친구가 제 SNS를 몰래 염탐하고 있습니다. 스트레스가 심합니다.,0.6
전남편이 제 동선을 계속 파악하려고 합니다. 불안합니다.,0.6
헤어진 여자친구가 퇴근길에 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
전남편이 골목길에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
낯선 남자가 계속 저를 미행하는 것 같습니다. 스트레스가 심합니다.,0.6
낯선 남자가 퇴근길에 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
전남편이 집 주변에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
헤어진 여자친구가 원치 않는 연락을 지속적으로 하고 있습니다. 스트레스가 심합니다.,0.6
전여친이 계속 저를 미행하는 것 같습니다. 신경이 쓰입니다.,0.6
전남편이 골목길에서 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
스토킹 가해자가 제 동선을 계속 파악하려고 합니다. 괴롭습니다.,0.6
전남친이 퇴근길에 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
모르는 사람이 퇴근길에 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
헤어진 연인이 집 주변에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
전남친이 집 주변에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
스토킹 가해자가 회사 앞에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
전남친이 계속 저를 미행하는 것 같습니다. 스트레스가 심합니다.,0.6
전남친이 제 SNS를 몰래 염탐하고 있습니다. 스트레스가 심합니다.,0.6
헤어진 연인이 제 SNS를 몰래 염탐하고 있습니다. 불안합니다.,0.6
전여친이 동네에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
스토킹 가해자가 제 동선을 계속 파악하려고 합니다. 스트레스가 심합니다.,0.6
헤어진 연인이 집 주변에서 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
스토킹 가해자가 골목길에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
모르는 사람이 회사 앞에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
헤어진 여자친구가 집 주변에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
전남편이 퇴근길에 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
헤어진 여자친구가 집 앞에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
헤어진 연인이 골목길에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
모르는 사람이 골목길에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
헤어진 여자친구가 골목길에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
낯선 남자가 계속 저를 미행하는 것 같습니다. 신경이 쓰입니다.,0.6
전여친이 제 동선을 계속 파악하려고 합니다. 신경이 쓰입니다.,0.6
헤어진 연인이 제 SNS를 몰래 염탐하고 있습니다. 찝찝합니다.,0.6
전남편이 골목길에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
전남친이 원치 않는 연락을 지속적으로 하고 있습니다. 불안합니다.,0.6
전여친이 원치 않는 연락을 지속적으로 하고 있습니다. 걱정됩니다.,0.6
헤어진 연인이 골목길에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
모르는 사람이 집 주변에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
전여친이 제 동선을 계속 파악하려고 합니다. 괴롭습니다.,0.6
모르는 사람이 회사 앞에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
전여친이 동네에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
모르는 사람이 퇴근길에 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
모르는 사람이 퇴근길에 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
헤어진 연인이 회사 앞에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
헤어진 여자친구가 계속 저를 미행하는 것 같습니다. 찝찝합니다.,0.6
헤어진 여자친구가 제 SNS를 몰래 염탐하고 있습니다. 찝찝합니다.,0.6
전남친이 골목길에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
헤어진 연인이 제 SNS를 몰래 염탐하고 있습니다. 스트레스가 심합니다.,0.6
스토킹 가해자가 원치 않는 연락을 지속적으로 하고 있습니다. 신경이 쓰입니다.,0.6
낯선 남자가 집 주변에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
전여친이 집 앞에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
헤어진 여자친구가 계속 저를 미행하는 것 같습니다. 불안합니다.,0.6
스토킹 가해자가 골목길에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
모르는 사람이 원치 않는 연락을 지속적으로 하고 있습니다. 찝찝합니다.,0.6
스토킹 가해자가 퇴근길에 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
스토킹 가해자가 회사 앞에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
전남편이 제 SNS를 몰래 염탐하고 있습니다. 스트레스가 심합니다.,0.6
전남편이 집 주변에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
헤어진 연인이 회사 앞에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
모르는 사람이 제 동선을 계속 파악하려고 합니다. 걱정됩니다.,0.6
전남친이 집 앞에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
전남편이 퇴근길에 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
전남편이 거부 의사를 밝혔는데도 계속 연락합니다. 괴롭습니다.,0.6
헤어진 연인이 제 동선을 계속 파악하려고 합니다. 스트레스가 심합니다.,0.6
스토킹 가해자가 계속 저를 미행하는 것 같습니다. 걱정됩니다.,0.6
낯선 남자가 동네에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
헤어진 연인이 집 주변에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
모르는 사람이 계속 저를 미행하는 것 같습니다. 스트레스가 심합니다.,0.6
전여친이 골목길에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
전남친이 동네에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
전남편이 계속 저를 미행하는 것 같습니다. 스트레스가 심합니다.,0.6
전남친이 퇴근길에 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
전남친이 거부 의사를 밝혔는데도 계속 연락합니다. 찝찝합니다.,0.6
스토킹 가해자가 동네에서 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
모르는 사람이 집 앞에서 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
전여친이 집 주변에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
전남친이 거부 의사를 밝혔는데도 계속 연락합니다. 괴롭습니다.,0.6
헤어진 연인이 집 앞에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
전남친이 집 주변에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
낯선 남자가 동네에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
스토킹 가해자가 계속 저를 미행하는 것 같습니다. 신경이 쓰입니다.,0.6
낯선 남자가 제 SNS를 몰래 염탐하고 있습니다. 찝찝합니다.,0.6
모르는 사람이 집 주변에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
모르는 사람이 집 앞에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
헤어진 연인이 퇴근길에 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
낯선 남자가 동네에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
전남편이 집 앞에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
전남편이 동네에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
헤어진 여자친구가 원치 않는 연락을 지속적으로 하고 있습니다. 걱정됩니다.,0.6
모르는 사람이 골목길에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
헤어진 연인이 퇴근길에 자꾸 배회하고 있습니다. 불안합니다.,0.6
전남편이 계속 저를 미행하는 것 같습니다. 신경이 쓰입니다.,0.6
전여친이 퇴근길에 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
헤어진 연인이 제 SNS를 몰래 염탐하고 있습니다. 걱정됩니다.,0.6
낯선 남자가 제 동선을 계속 파악하려고 합니다. 스트레스가 심합니다.,0.6
모르는 사람이 원치 않는 연락을 지속적으로 하고 있습니다. 스트레스가 심합니다.,0.6
헤어진 여자친구가 제 SNS를 몰래 염탐하고 있습니다. 걱정됩니다.,0.6
전남편이 골목길에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
낯선 남자가 제 SNS를 몰래 염탐하고 있습니다. 신경이 쓰입니다.,0.6
헤어진 여자친구가 집 앞에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
전남친이 계속 저를 미행하는 것 같습니다. 불안합니다.,0.6
전남편이 골목길에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
헤어진 여자친구가 골목길에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
헤어진 연인이 회사 앞에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
헤어진 여자친구가 거부 의사를 밝혔는데도 계속 연락합니다. 신경이 쓰입니다.,0.6
전남친이 원치 않는 연락을 지속적으로 하고 있습니다. 괴롭습니다.,0.6
헤어진 여자친구가 집 앞에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
모르는 사람이 퇴근길에 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
헤어진 연인이 골목길에서 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
모르는 사람이 집 앞에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
낯선 남자가 집 주변에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
전여친이 동네에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
전남편이 회사 앞에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
전남친이 제 SNS를 몰래 염탐하고 있습니다. 걱정됩니다.,0.6
전여친이 회사 앞에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
헤어진 연인이 제 동선을 계속 파악하려고 합니다. 불안합니다.,0.6
스토킹 가해자가 집 앞에서 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
헤어진 여자친구가 집 앞에서 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
헤어진 여자친구가 동네에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
전남친이 집 앞에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
헤어진 여자친구가 거부 의사를 밝혔는데도 계속 연락합니다. 찝찝합니다.,0.6
스토킹 가해자가 제 동선을 계속 파악하려고 합니다. 걱정됩니다.,0.6
모르는 사람이 골목길에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
모르는 사람이 회사 앞에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
헤어진 연인이 계속 저를 미행하는 것 같습니다. 스트레스가 심합니다.,0.6
낯선 남자가 퇴근길에 자꾸 배회하고 있습니다. 불안합니다.,0.6
전여친이 제 동선을 계속 파악하려고 합니다. 찝찝합니다.,0.6
전여친이 집 앞에서 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
헤어진 여자친구가 회사 앞에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
전남편이 거부 의사를 밝혔는데도 계속 연락합니다. 불안합니다.,0.6
헤어진 여자친구가 퇴근길에 자꾸 배회하고 있습니다. 불안합니다.,0.6
스토킹 가해자가 원치 않는 연락을 지속적으로 하고 있습니다. 불안합니다.,0.6
스토킹 가해자가 집 앞에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
스토킹 가해자가 제 동선을 계속 파악하려고 합니다. 불안합니다.,0.6
헤어진 여자친구가 제 SNS를 몰래 염탐하고 있습니다. 괴롭습니다.,0.6
헤어진 여자친구가 집 앞에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
스토킹 가해자가 퇴근길에 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
낯선 남자가 골목길에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
전남친이 계속 저를 미행하는 것 같습니다. 괴롭습니다.,0.6
헤어진 연인이 원치 않는 연락을 지속적으로 하고 있습니다. 걱정됩니다.,0.6
스토킹 가해자가 동네에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
헤어진 연인이 제 동선을 계속 파악하려고 합니다. 걱정됩니다.,0.6
전남친이 회사 앞에서 자꾸 배회하고 있습니다. 걱정됩니다.,0.6
헤어진 여자친구가 계속 저를 미행하는 것 같습니다. 걱정됩니다.,0.6
낯선 남자가 제 SNS를 몰래 염탐하고 있습니다. 괴롭습니다.,0.6
스토킹 가해자가 거부 의사를 밝혔는데도 계속 연락합니다. 불안합니다.,0.6
전여친이 집 앞에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
스토킹 가해자가 집 주변에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
헤어진 연인이 골목길에서 자꾸 배회하고 있습니다. 스트레스가 심합니다.,0.6
헤어진 연인이 동네에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
전남친이 동네에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
헤어진 연인이 퇴근길에 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
전남친이 동네에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
전여친이 집 앞에서 자꾸 배회하고 있습니다. 신경이 쓰입니다.,0.6
전여친이 제 동선을 계속 파악하려고 합니다. 스트레스가 심합니다.,0.6
헤어진 연인이 회사 앞에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
전여친이 계속 저를 미행하는 것 같습니다. 괴롭습니다.,0.6
모르는 사람이 동네에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
전남친이 동네에서 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
스토킹 가해자가 원치 않는 연락을 지속적으로 하고 있습니다. 걱정됩니다.,0.6
모르는 사람이 제 SNS를 몰래 염탐하고 있습니다. 신경이 쓰입니다.,0.6
낯선 남자가 원치 않는 연락을 지속적으로 하고 있습니다. 괴롭습니다.,0.6
전남친이 퇴근길에 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
전남편이 회사 앞에서 자꾸 배회하고 있습니다. 불안합니다.,0.6
전남편이 집 앞에서 자꾸 배회하고 있습니다. 괴롭습니다.,0.6
전남친이 회사 앞에서 자꾸 배회하고 있습니다. 찝찝합니다.,0.6
전여친이 원치 않는 연락을 지속적으로 하고 있습니다. 불안합니다.,0.6
