학습용텍스트,위험도_정답
전남편이 엘리베이터 안에서 저를 기다리다가 흉기를 꺼내들었습니다. 두렵습니다.,0.9
동거남이 흉기로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
헤어진 여자친구가 저를 차에 강제로 태워 납치하려고 했습니다. 빨리 와주세요.,0.9
스토킹 가해자가 망치로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
동거남이 문을 부수고 침입해서 저를 위협했습니다. 너무 무섭습니다.,0.9
스토킹 가해자가 칼로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
낯선 남자가 회사 앞에서 식칼을 들고 죽이겠다고 협박했습니다. 너무 불안합니다.,0.9
스토킹 가해자가 집 앞에서 흉기를 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
전여친이 아파트 복도에서 식칼을 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
모르는 사람이 아파트 복도에서 망치를 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
낯선 남자가 둔기로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
스토킹 가해자가 흉기로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
전여친이 칼로 저를 찌르려고 쫓아왔습니다. 너무 무섭습니다.,0.9
헤어진 여자친구가 집 앞에서 회칼을 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
동거남이 둔기로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
전남친이 칼로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
전남친이 집에 불을 지르겠다고 위협했습니다. 너무 무섭습니다.,0.9
전남친이 둔기로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
스토킹 가해자가 현관 앞에서 식칼을 들고 죽이겠다고 협박했습니다. 너무 무섭습니다.,0.9
전남친이 가위로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
낯선 남자가 아파트 복도에서 망치를 들고 죽이겠다고 협박했습니다. 두렵습니다.,0.9
스토킹 가해자가 주차장에서 식칼을 들고 죽이겠다고 협박했습니다. 너무 무섭습니다.,0.9
동거남이 칼로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
동거남이 제 아이를 납치하겠다고 전화로 협박했습니다. 너무 무섭습니다.,0.9
동거남이 주차장에서 망치를 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
낯선 남자가 주차장에서 망치를 들고 죽이겠다고 협박했습니다. 너무 불안합니다.,0.9
동거남이 가위로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
전여친이 골목길에서 망치를 들고 죽이겠다고 협박했습니다. 너무 무섭습니다.,0.9
전여친이 가위로 저를 찌르려고 쫓아왔습니다. 너무 무섭습니다.,0.9
전남친이 아파트 복도에서 식칼을 들고 죽이겠다고 협박했습니다. 두렵습니다.,0.9
스토킹 가해자가 주차장에서 가위를 들고 죽이겠다고 협박했습니다. 두렵습니다.,0.9
스토킹 가해자가 골목길에서 저를 기다리다가 흉기를 꺼내들었습니다. 두렵습니다.,0.9
낯선 남자가 아파트 복도에서 식칼을 들고 죽이겠다고 협박했습니다. 너무 불안합니다.,0.9
전남친이 저를 인질로 삼겠다고 협박하고 있습니다. 두렵습니다.,0.9
전남친이 회사 앞에서 둔기를 들고 죽이겠다고 협박했습니다. 너무 불안합니다.,0.9
동거남이 염산을 뿌리겠다고 협박하고 있습니다. 너무 무섭습니다.,0.9
스토킹 가해자가 회칼로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
모르는 사람이 골목길에서 저를 기다리다가 흉기를 꺼내들었습니다. 너무 불안합니다.,0.9
낯선 남자가 둔기로 저를 찌르려고 쫓아왔습니다. 너무 무섭습니다.,0.9
동거남이 둔기로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
동거남이 현관 앞에서 칼을 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
모르는 사람이 제 목을 조르며 폭행했습니다. 숨어서 떨고 있습니다.,0.9
모르는 사람이 골목길에서 저를 기다리다가 흉기를 꺼내들었습니다. 두렵습니다.,0.9
스토킹 가해자가 식칼로 저를 찌르려고 쫓아왔습니다. 살려주세요.,0.9
헤어진 여자친구가 아파트 복도에서 식칼을 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
모르는 사람이 망치로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
헤어진 여자친구가 골목길에서 저를 기다리다가 흉기를 꺼내들었습니다. 살려주세요.,0.9
전남친이 아파트 복도에서 회칼을 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
전남친이 제 목을 조르며 폭행했습니다. 살려주세요.,0.9
전남편이 회사 앞에서 흉기를 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
전남친이 현관 앞에서 둔기를 들고 죽이겠다고 협박했습니다. 두렵습니다.,0.9
전여친이 회칼로 저를 찌르려고 쫓아왔습니다. 살려주세요.,0.9
헤어진 여자친구가 흉기로 저를 찌르려고 쫓아왔습니다. 살려주세요.,0.9
전남편이 골목길에서 회칼을 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
전남편이 아파트 복도에서 식칼을 들고 죽이겠다고 협박했습니다. 두렵습니다.,0.9
헤어진 여자친구가 흉기로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
헤어진 여자친구가 주차장에서 둔기를 들고 죽이겠다고 협박했습니다. 두렵습니다.,0.9
동거남이 아파트 복도에서 둔기를 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
모르는 사람이 현관 앞에서 가위를 들고 죽이겠다고 협박했습니다. 두렵습니다.,0.9
헤어진 여자친구가 아파트 복도에서 저를 기다리다가 흉기를 꺼내들었습니다. 너무 불안합니다.,0.9
모르는 사람이 제 목을 조르며 폭행했습니다. 두렵습니다.,0.9
전남친이 집 앞에서 저를 기다리다가 흉기를 꺼내들었습니다. 너무 불안합니다.,0.9
헤어진 여자친구가 회칼로 저를 찌르려고 쫓아왔습니다. 너무 무섭습니다.,0.9
전남편이 망치로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
스토킹 가해자가 골목길에서 흉기를 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
전남편이 아파트 복도에서 저를 기다리다가 흉기를 꺼내들었습니다. 두렵습니다.,0.9
전여친이 회사 앞에서 흉기를 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
스토킹 가해자가 식칼로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
동거남이 흉기로 위협하며 돈을 요구했습니다. 너무 무섭습니다.,0.9
전남친이 식칼로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
동거남이 제 아이를 납치하겠다고 전화로 협박했습니다. 숨어서 떨고 있습니다.,0.9
스토킹 가해자가 흉기로 저를 찌르려고 쫓아왔습니다. 살려주세요.,0.9
전남친이 가위로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
헤어진 여자친구가 현관 앞에서 저를 기다리다가 흉기를 꺼내들었습니다. 살려주세요.,0.9
낯선 남자가 망치로 저를 찌르려고 쫓아왔습니다. 너무 무섭습니다.,0.9
낯선 남자가 흉기로 위협하며 돈을 요구했습니다. 두렵습니다.,0.9
헤어진 여자친구가 엘리베이터 안에서 둔기를 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
동거남이 회사 앞에서 칼을 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
동거남이 회사 앞에서 망치를 들고 죽이겠다고 협박했습니다. 두렵습니다.,0.9
전여친이 칼로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
동거남이 엘리베이터 안에서 칼을 들고 죽이겠다고 협박했습니다. 너무 무섭습니다.,0.9
모르는 사람이 아파트 복도에서 저를 기다리다가 흉기를 꺼내들었습니다. 살려주세요.,0.9
헤어진 여자친구가 식칼로 저를 찌르려고 쫓아왔습니다. 너무 무섭습니다.,0.9
모르는 사람이 현관 앞에서 저를 기다리다가 흉기를 꺼내들었습니다. 너무 불안합니다.,0.9
전남친이 제 목을 조르며 폭행했습니다. 숨어서 떨고 있습니다.,0.9
모르는 사람이 제 목을 조르며 폭행했습니다. 너무 무섭습니다.,0.9
전남편이 엘리베이터 안에서 식칼을 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
헤어진 여자친구가 제 아이를 납치하겠다고 전화로 협박했습니다. 빨리 와주세요.,0.9
전남편이 저를 방에 가두고 감금했습니다. 숨어서 떨고 있습니다.,0.9
전남친이 현관 앞에서 둔기를 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
모르는 사람이 회사 앞에서 가위를 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
스토킹 가해자가 칼로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
동거남이 골목길에서 망치를 들고 죽이겠다고 협박했습니다. 너무 불안합니다.,0.9
전남편이 염산을 뿌리겠다고 협박하고 있습니다. 두렵습니다.,0.9
전남편이 아파트 복도에서 둔기를 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
낯선 남자가 문을 부수고 침입해서 저를 위협했습니다. 너무 불안합니다.,0.9
전남편이 식칼로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
모르는 사람이 둔기로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
헤어진 여자친구가 아파트 복도에서 칼을 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
헤어진 여자친구가 흉기로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
모르는 사람이 흉기로 위협하며 돈을 요구했습니다. 너무 불안합니다.,0.9
전남편이 회사 앞에서 흉기를 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
전남편이 망치로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
낯선 남자가 엘리베이터 안에서 둔기를 들고 죽이겠다고 협박했습니다. 너무 불안합니다.,0.9
낯선 남자가 골목길에서 회칼을 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
헤어진 여자친구가 문을 부수고 침입해서 저를 위협했습니다. 너무 무섭습니다.,0.9
동거남이 집 앞에서 흉기를 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
스토킹 가해자가 회사 앞에서 둔기를 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
헤어진 여자친구가 둔기로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
전여친이 제 목을 조르며 폭행했습니다. 너무 불안합니다.,0.9
전남친이 식칼로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
전남친이 둔기로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
전남편이 집 앞에서 저를 기다리다가 흉기를 꺼내들었습니다. 살려주세요.,0.9
전여친이 제 아이를 납치하겠다고 전화로 협박했습니다. 너무 불안합니다.,0.9
헤어진 여자친구가 둔기로 저를 찌르려고 쫓아왔습니다. 살려주세요.,0.9
동거남이 식칼로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
전여친이 식칼로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
동거남이 염산을 뿌리겠다고 협박하고 있습니다. 빨리 와주세요.,0.9
전여친이 가위로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
전여친이 아파트 복도에서 둔기를 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
전여친이 흉기로 저를 찌르려고 쫓아왔습니다. 살려주세요.,0.9
낯선 남자가 집에 불을 지르겠다고 위협했습니다. 너무 불안합니다.,0.9
낯선 남자가 회사 앞에서 망치를 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
전남편이 식칼로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
낯선 남자가 주차장에서 저를 기다리다가 흉기를 꺼내들었습니다. 너무 불안합니다.,0.9
스토킹 가해자가 가위로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
전여친이 염산을 뿌리겠다고 협박하고 있습니다. 빨리 와주세요.,0.9
헤어진 여자친구가 제 아이를 납치하겠다고 전화로 협박했습니다. 너무 무섭습니다.,0.9
스토킹 가해자가 집 앞에서 가위를 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
전남친이 흉기로 위협하며 돈을 요구했습니다. 너무 무섭습니다.,0.9
스토킹 가해자가 집 앞에서 식칼을 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
전남편이 현관 앞에서 저를 기다리다가 흉기를 꺼내들었습니다. 살려주세요.,0.9
모르는 사람이 집 앞에서 저를 기다리다가 흉기를 꺼내들었습니다. 살려주세요.,0.9
낯선 남자가 둔기로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
동거남이 둔기로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
전여친이 문을 부수고 침입해서 저를 위협했습니다. 살려주세요.,0.9
헤어진 여자친구가 집 앞에서 저를 기다리다가 흉기를 꺼내들었습니다. 너무 무섭습니다.,0.9
전남친이 저를 차에 강제로 태워 납치하려고 했습니다. 빨리 와주세요.,0.9
낯선 남자가 식칼로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
스토킹 가해자가 엘리베이터 안에서 가위를 들고 죽이겠다고 협박했습니다. 너무 무섭습니다.,0.9
모르는 사람이 주차장에서 식칼을 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
모르는 사람이 아파트 복도에서 흉기를 들고 죽이겠다고 협박했습니다. 너무 무섭습니다.,0.9
동거남이 주차장에서 저를 기다리다가 흉기를 꺼내들었습니다. 두렵습니다.,0.9
전남친이 집 앞에서 회칼을 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
전남편이 칼로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
낯선 남자가 흉기로 위협하며 돈을 요구했습니다. 너무 무섭습니다.,0.9
전여친이 둔기로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
전남편이 저를 차에 강제로 태워 납치하려고 했습니다. 너무 불안합니다.,0.9
동거남이 엘리베이터 안에서 회칼을 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
낯선 남자가 망치로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
스토킹 가해자가 흉기로 위협하며 돈을 요구했습니다. 너무 무섭습니다.,0.9
전남친이 주차장에서 회칼을 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
전남친이 집 앞에서 식칼을 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
전남편이 저를 방에 가두고 감금했습니다. 너무 무섭습니다.,0.9
동거남이 흉기로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
전남친이 제 아이를 납치하겠다고 전화로 협박했습니다. 너무 불안합니다.,0.9
전남편이 아파트 복도에서 저를 기다리다가 흉기를 꺼내들었습니다. 살려주세요.,0.9
동거남이 가위로 저를 찌르려고 쫓아왔습니다. 너무 무섭습니다.,0.9
낯선 남자가 저를 인질로 삼겠다고 협박하고 있습니다. 숨어서 떨고 있습니다.,0.9
전남편이 회칼로 저를 찌르려고 쫓아왔습니다. 너무 무섭습니다.,0.9
전남편이 주차장에서 저를 기다리다가 흉기를 꺼내들었습니다. 숨어서 떨고 있습니다.,0.9
동거남이 칼로 저를 찌르려고 쫓아왔습니다. 너무 무섭습니다.,0.9
스토킹 가해자가 가위로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
동거남이 흉기로 저를 찌르려고 쫓아왔습니다. 살려주세요.,0.9
전여친이 골목길에서 칼을 들고 죽이겠다고 협박했습니다. 두렵습니다.,0.9
전여친이 회사 앞에서 흉기를 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
전여친이 가위로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
헤어진 여자친구가 엘리베이터 안에서 식칼을 들고 죽이겠다고 협박했습니다. 너무 무섭습니다.,0.9
스토킹 가해자가 주차장에서 저를 기다리다가 흉기를 꺼내들었습니다. 너무 불안합니다.,0.9
전여친이 현관 앞에서 칼을 들고 죽이겠다고 협박했습니다. 너무 불안합니다.,0.9
모르는 사람이 집 앞에서 회칼을 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
모르는 사람이 가위로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
전여친이 흉기로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
모르는 사람이 흉기로 저를 찌르려고 쫓아왔습니다. 너무 불안합니다.,0.9
동거남이 골목길에서 가위를 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
낯선 남자가 주차장에서 저를 기다리다가 흉기를 꺼내들었습니다. 빨리 와주세요.,0.9
헤어진 여자친구가 저를 인질로 삼겠다고 협박하고 있습니다. 두렵습니다.,0.9
낯선 남자가 주차장에서 저를 기다리다가 흉기를 꺼내들었습니다. 숨어서 떨고 있습니다.,0.9
스토킹 가해자가 현관 앞에서 회칼을 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
전남편이 골목길에서 저를 기다리다가 흉기를 꺼내들었습니다. 숨어서 떨고 있습니다.,0.9
전남편이 둔기로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
낯선 남자가 현관 앞에서 저를 기다리다가 흉기를 꺼내들었습니다. 너무 불안합니다.,0.9
동거남이 아파트 복도에서 저를 기다리다가 흉기를 꺼내들었습니다. 두렵습니다.,0.9
전여친이 아파트 복도에서 저를 기다리다가 흉기를 꺼내들었습니다. 살려주세요.,0.9
동거남이 저를 인질로 삼겠다고 협박하고 있습니다. 너무 무섭습니다.,0.9
동거남이 현관 앞에서 회칼을 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
모르는 사람이 흉기로 저를 찌르려고 쫓아왔습니다. 두렵습니다.,0.9
모르는 사람이 골목길에서 식칼을 들고 죽이겠다고 협박했습니다. 너무 불안합니다.,0.9
모르는 사람이 골목길에서 회칼을 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
헤어진 여자친구가 회사 앞에서 망치를 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
전남편이 저를 인질로 삼겠다고 협박하고 있습니다. 너무 무섭습니다.,0.9
전여친이 제 아이를 납치하겠다고 전화로 협박했습니다. 숨어서 떨고 있습니다.,0.9
전여친이 아파트 복도에서 칼을 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
헤어진 여자친구가 아파트 복도에서 칼을 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
전여친이 둔기로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
헤어진 여자친구가 회사 앞에서 둔기를 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
전남편이 주차장에서 저를 기다리다가 흉기를 꺼내들었습니다. 살려주세요.,0.9
동거남이 집에 불을 지르겠다고 위협했습니다. 너무 무섭습니다.,0.9
동거남이 회칼로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
동거남이 제 목을 조르며 폭행했습니다. 너무 불안합니다.,0.9
낯선 남자가 현관 앞에서 가위를 들고 죽이겠다고 협박했습니다. 너무 불안합니다.,0.9
전남친이 엘리베이터 안에서 칼을 들고 죽이겠다고 협박했습니다. 빨리 와주세요.,0.9
모르는 사람이 회사 앞에서 저를 기다리다가 흉기를 꺼내들었습니다. 살려주세요.,0.9
낯선 남자가 아파트 복도에서 칼을 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
스토킹 가해자가 칼로 저를 찌르려고 쫓아왔습니다. 너무 무섭습니다.,0.9
스토킹 가해자가 회사 앞에서 흉기를 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
낯선 남자가 엘리베이터 안에서 회칼을 들고 죽이겠다고 협박했습니다. 살려주세요.,0.9
모르는 사람이 주차장에서 식칼을 들고 죽이겠다고 협박했습니다. 너무 무섭습니다.,0.9
전여친이 흉기로 저를 찌르려고 쫓아왔습니다. 빨리 와주세요.,0.9
전남친이 망치로 저를 찌르려고 쫓아왔습니다. 너무 무섭습니다.,0.9
낯선 남자가 현관 앞에서 망치를 들고 죽이겠다고 협박했습니다. 두렵습니다.,0.9
스토킹 가해자가 식칼로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
낯선 남자가 제 목을 조르며 폭행했습니다. 두렵습니다.,0.9
스토킹 가해자가 현관 앞에서 칼을 들고 죽이겠다고 협박했습니다. 숨어서 떨고 있습니다.,0.9
낯선 남자가 저를 방에 가두고 감금했습니다. 숨어서 떨고 있습니다.,0.9
전남친이 회칼로 저를 찌르려고 쫓아왔습니다. 숨어서 떨고 있습니다.,0.9
